Flow ID,Source IP,Source Port,Destination IP,Destination Port,Timestamp,Flow Duration,Total Fwd Packets,Total Backward Packets,Label
172.16.0.1-192.168.10.50-53628-80-6,172.16.0.1,53628,192.168.10.50,80,5/7/2017 9:48,514898,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53660-80-6,172.16.0.1,53660,192.168.10.50,80,5/7/2017 9:48,510425,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53626-80-6,172.16.0.1,53626,192.168.10.50,80,5/7/2017 9:48,515314,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53624-80-6,172.16.0.1,53624,192.168.10.50,80,5/7/2017 9:48,515530,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53622-80-6,172.16.0.1,53622,192.168.10.50,80,5/7/2017 9:48,515536,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53620-80-6,172.16.0.1,53620,192.168.10.50,80,5/7/2017 9:48,515825,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53618-80-6,172.16.0.1,53618,192.168.10.50,80,5/7/2017 9:48,516049,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53616-80-6,172.16.0.1,53616,192.168.10.50,80,5/7/2017 9:48,516404,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53610-80-6,172.16.0.1,53610,192.168.10.50,80,5/7/2017 9:48,516907,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53614-80-6,172.16.0.1,53614,192.168.10.50,80,5/7/2017 9:48,516568,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53612-80-6,172.16.0.1,53612,192.168.10.50,80,5/7/2017 9:48,516623,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53608-80-6,172.16.0.1,53608,192.168.10.50,80,5/7/2017 9:48,517186,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53606-80-6,172.16.0.1,53606,192.168.10.50,80,5/7/2017 9:48,517537,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53604-80-6,172.16.0.1,53604,192.168.10.50,80,5/7/2017 9:48,517695,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53602-80-6,172.16.0.1,53602,192.168.10.50,80,5/7/2017 9:48,517834,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53594-80-6,172.16.0.1,53594,192.168.10.50,80,5/7/2017 9:48,518894,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53596-80-6,172.16.0.1,53596,192.168.10.50,80,5/7/2017 9:48,518551,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53600-80-6,172.16.0.1,53600,192.168.10.50,80,5/7/2017 9:48,518081,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53598-80-6,172.16.0.1,53598,192.168.10.50,80,5/7/2017 9:48,518358,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53592-80-6,172.16.0.1,53592,192.168.10.50,80,5/7/2017 9:48,519111,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53588-80-6,172.16.0.1,53588,192.168.10.50,80,5/7/2017 9:48,519404,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53586-80-6,172.16.0.1,53586,192.168.10.50,80,5/7/2017 9:48,519651,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53584-80-6,172.16.0.1,53584,192.168.10.50,80,5/7/2017 9:48,519972,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53582-80-6,172.16.0.1,53582,192.168.10.50,80,5/7/2017 9:48,520230,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53580-80-6,172.16.0.1,53580,192.168.10.50,80,5/7/2017 9:48,520524,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53578-80-6,172.16.0.1,53578,192.168.10.50,80,5/7/2017 9:48,520772,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53576-80-6,172.16.0.1,53576,192.168.10.50,80,5/7/2017 9:48,521040,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53574-80-6,172.16.0.1,53574,192.168.10.50,80,5/7/2017 9:48,521300,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53572-80-6,172.16.0.1,53572,192.168.10.50,80,5/7/2017 9:48,521766,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53570-80-6,172.16.0.1,53570,192.168.10.50,80,5/7/2017 9:48,521899,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53568-80-6,172.16.0.1,53568,192.168.10.50,80,5/7/2017 9:48,522207,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53566-80-6,172.16.0.1,53566,192.168.10.50,80,5/7/2017 9:48,523968,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53564-80-6,172.16.0.1,53564,192.168.10.50,80,5/7/2017 9:48,524358,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53562-80-6,172.16.0.1,53562,192.168.10.50,80,5/7/2017 9:48,524781,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53560-80-6,172.16.0.1,53560,192.168.10.50,80,5/7/2017 9:48,524872,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53558-80-6,172.16.0.1,53558,192.168.10.50,80,5/7/2017 9:48,526011,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53556-80-6,172.16.0.1,53556,192.168.10.50,80,5/7/2017 9:48,526721,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53554-80-6,172.16.0.1,53554,192.168.10.50,80,5/7/2017 9:48,526780,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53552-80-6,172.16.0.1,53552,192.168.10.50,80,5/7/2017 9:48,526867,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53590-80-6,172.16.0.1,53590,192.168.10.50,80,5/7/2017 9:48,519471,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53550-80-6,172.16.0.1,53550,192.168.10.50,80,5/7/2017 9:48,527165,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53548-80-6,172.16.0.1,53548,192.168.10.50,80,5/7/2017 9:48,527618,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53544-80-6,172.16.0.1,53544,192.168.10.50,80,5/7/2017 9:48,527648,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53546-80-6,172.16.0.1,53546,192.168.10.50,80,5/7/2017 9:48,527621,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53542-80-6,172.16.0.1,53542,192.168.10.50,80,5/7/2017 9:48,528658,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53540-80-6,172.16.0.1,53540,192.168.10.50,80,5/7/2017 9:48,529465,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53538-80-6,172.16.0.1,53538,192.168.10.50,80,5/7/2017 9:48,529588,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53536-80-6,172.16.0.1,53536,192.168.10.50,80,5/7/2017 9:48,529617,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53530-80-6,172.16.0.1,53530,192.168.10.50,80,5/7/2017 9:48,531527,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53532-80-6,172.16.0.1,53532,192.168.10.50,80,5/7/2017 9:48,530544,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53534-80-6,172.16.0.1,53534,192.168.10.50,80,5/7/2017 9:48,530502,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53528-80-6,172.16.0.1,53528,192.168.10.50,80,5/7/2017 9:48,531683,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53526-80-6,172.16.0.1,53526,192.168.10.50,80,5/7/2017 9:48,532274,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53524-80-6,172.16.0.1,53524,192.168.10.50,80,5/7/2017 9:48,532511,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53522-80-6,172.16.0.1,53522,192.168.10.50,80,5/7/2017 9:48,532582,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53520-80-6,172.16.0.1,53520,192.168.10.50,80,5/7/2017 9:48,533150,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53514-80-6,172.16.0.1,53514,192.168.10.50,80,5/7/2017 9:48,533931,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53518-80-6,172.16.0.1,53518,192.168.10.50,80,5/7/2017 9:48,533384,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53516-80-6,172.16.0.1,53516,192.168.10.50,80,5/7/2017 9:48,533421,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53512-80-6,172.16.0.1,53512,192.168.10.50,80,5/7/2017 9:48,534201,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53510-80-6,172.16.0.1,53510,192.168.10.50,80,5/7/2017 9:48,534288,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53508-80-6,172.16.0.1,53508,192.168.10.50,80,5/7/2017 9:48,535158,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53506-80-6,172.16.0.1,53506,192.168.10.50,80,5/7/2017 9:48,535215,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53504-80-6,172.16.0.1,53504,192.168.10.50,80,5/7/2017 9:48,535300,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53502-80-6,172.16.0.1,53502,192.168.10.50,80,5/7/2017 9:48,536096,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53500-80-6,172.16.0.1,53500,192.168.10.50,80,5/7/2017 9:48,536109,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53498-80-6,172.16.0.1,53498,192.168.10.50,80,5/7/2017 9:48,536163,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53496-80-6,172.16.0.1,53496,192.168.10.50,80,5/7/2017 9:48,536936,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53494-80-6,172.16.0.1,53494,192.168.10.50,80,5/7/2017 9:48,536991,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53492-80-6,172.16.0.1,53492,192.168.10.50,80,5/7/2017 9:48,537037,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53490-80-6,172.16.0.1,53490,192.168.10.50,80,5/7/2017 9:48,537813,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53488-80-6,172.16.0.1,53488,192.168.10.50,80,5/7/2017 9:48,537941,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53486-80-6,172.16.0.1,53486,192.168.10.50,80,5/7/2017 9:48,538070,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53484-80-6,172.16.0.1,53484,192.168.10.50,80,5/7/2017 9:48,538818,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53482-80-6,172.16.0.1,53482,192.168.10.50,80,5/7/2017 9:48,538881,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53478-80-6,172.16.0.1,53478,192.168.10.50,80,5/7/2017 9:48,539692,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53476-80-6,172.16.0.1,53476,192.168.10.50,80,5/7/2017 9:48,539776,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53474-80-6,172.16.0.1,53474,192.168.10.50,80,5/7/2017 9:48,540675,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53472-80-6,172.16.0.1,53472,192.168.10.50,80,5/7/2017 9:48,540671,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53480-80-6,172.16.0.1,53480,192.168.10.50,80,5/7/2017 9:48,539019,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53468-80-6,172.16.0.1,53468,192.168.10.50,80,5/7/2017 9:48,541304,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53470-80-6,172.16.0.1,53470,192.168.10.50,80,5/7/2017 9:48,541091,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53466-80-6,172.16.0.1,53466,192.168.10.50,80,5/7/2017 9:48,541334,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53464-80-6,172.16.0.1,53464,192.168.10.50,80,5/7/2017 9:48,542192,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53462-80-6,172.16.0.1,53462,192.168.10.50,80,5/7/2017 9:48,542219,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53460-80-6,172.16.0.1,53460,192.168.10.50,80,5/7/2017 9:48,543068,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53458-80-6,172.16.0.1,53458,192.168.10.50,80,5/7/2017 9:48,543166,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53456-80-6,172.16.0.1,53456,192.168.10.50,80,5/7/2017 9:48,543982,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53454-80-6,172.16.0.1,53454,192.168.10.50,80,5/7/2017 9:48,544050,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53452-80-6,172.16.0.1,53452,192.168.10.50,80,5/7/2017 9:48,545217,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53450-80-6,172.16.0.1,53450,192.168.10.50,80,5/7/2017 9:48,545312,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53448-80-6,172.16.0.1,53448,192.168.10.50,80,5/7/2017 9:48,546088,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53446-80-6,172.16.0.1,53446,192.168.10.50,80,5/7/2017 9:48,546111,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53444-80-6,172.16.0.1,53444,192.168.10.50,80,5/7/2017 9:48,546975,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53442-80-6,172.16.0.1,53442,192.168.10.50,80,5/7/2017 9:48,547114,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53440-80-6,172.16.0.1,53440,192.168.10.50,80,5/7/2017 9:48,547890,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53438-80-6,172.16.0.1,53438,192.168.10.50,80,5/7/2017 9:48,547968,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53436-80-6,172.16.0.1,53436,192.168.10.50,80,5/7/2017 9:48,548794,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53434-80-6,172.16.0.1,53434,192.168.10.50,80,5/7/2017 9:48,548879,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53432-80-6,172.16.0.1,53432,192.168.10.50,80,5/7/2017 9:48,549658,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53428-80-6,172.16.0.1,53428,192.168.10.50,80,5/7/2017 9:48,550243,4,2,DoS slowloris
172.16.0.1-192.168.10.50-53426-80-6,172.16.0.1,53426,192.168.10.50,80,5/7/2017 9:48,551164,4,2,DoS slowloris
